created_at,order id,customer_id,customer_name,email,id,price_usd,price_cad,product_id,product_name,product_sku,total_price_usd,total_price_cad,exchange rate
2020-03-13T12:15:51Z,2249838395290890,,,,604665,259.99,360.319354296259,510650809,Pax 3 Vaporizer,PAX-3,309.98,429.60034403151803,1.3858969741
2020-03-13T12:15:51Z,2249838395290890,,,,997208,49.99,69.280989735259,278266679,Grandpa's Stash Dried Flower,GPSTASH-01,309.98,429.60034403151803,1.3858969741
2020-03-08T05:28:01Z,7638742701884072,,,,317808,5.99,8.038626499771,477365777,Glueberry OG Pre-Rolls,GOGPR-07,35.39,47.493654729031,1.3420077629
2020-03-08T05:28:01Z,7638742701884072,,,,610448,29.4,39.45502822926,632910392,Purple Punch 2.0 Dried Flower,PPLEPUNCH20-05,35.39,47.493654729031,1.3420077629
2020-03-12T01:40:57Z,5307192536865304,,,,997208,49.99,69.0431281121,278266679,Grandpa's Stash Dried Flower,GPSTASH-01,86.98,120.13145195420002,1.38113879
2020-03-12T01:40:57Z,5307192536865304,,,,759658,36.99,51.0883238421,573794972,Sage N Sour Dried Flower,SAGENSOUR-01,86.98,120.13145195420002,1.38113879
2020-02-05T10:22:49Z,8662976573169716,,,,317808,5.99,7.957684840949,477365777,Glueberry OG Pre-Rolls,GOGPR-07,5.99,7.957684840949,1.3284949651
2020-01-18T12:46:12Z,2366621613260728,,,,604665,259.99,339.335165639481,510650809,Pax 3 Vaporizer,PAX-3,259.99,339.335165639481,1.3051854519
2020-03-18T13:43:24Z,9786845594710809,,,,771854,49.99,72.004070790103,694165761,Hybrid Blend THC Tincture,HYBTINC-03,79.39,114.350933787283,1.4403694897
2020-03-18T13:43:24Z,9786845594710809,,,,610448,29.4,42.34686299718,632910392,Purple Punch 2.0 Dried Flower,PPLEPUNCH20-05,79.39,114.350933787283,1.4403694897
2020-01-05T09:41:30Z,6255086600405590,,,,997208,49.99,64.896859246757,278266679,Grandpa's Stash Dried Flower,GPSTASH-01,55.98,72.67305822431399,1.2981968243
2020-01-05T09:41:30Z,6255086600405590,,,,317808,5.99,7.776198977557,477365777,Glueberry OG Pre-Rolls,GOGPR-07,55.98,72.67305822431399,1.2981968243
2020-03-24T07:12:33Z,5235927587417736,,,,759658,36.99,53.61383749821301,573794972,Sage N Sour Dried Flower,SAGENSOUR-01,36.99,53.61383749821301,1.4494143687
2020-01-01T12:59:26Z,5825547264855968,,,,771854,49.99,64.95941071896,694165761,Hybrid Blend THC Tincture,HYBTINC-03,55.98,72.74310486192,1.299448104
2020-01-01T12:59:26Z,5825547264855968,,,,317808,5.99,7.783694142960001,477365777,Glueberry OG Pre-Rolls,GOGPR-07,55.98,72.74310486192,1.299448104
2020-01-19T03:53:34Z,1288301820842508,,,,610448,29.4,38.37245228585999,632910392,Purple Punch 2.0 Dried Flower,PPLEPUNCH20-05,29.4,38.37245228585999,1.3051854519
2020-02-22T21:44:05Z,1104846479586545,,,,997208,49.99,66.27690028833601,278266679,Grandpa's Stash Dried Flower,GPSTASH-01,86.98,115.31835941347201,1.3258031664
2020-02-22T21:44:05Z,1104846479586545,,,,759658,36.99,49.04145912513601,573794972,Sage N Sour Dried Flower,SAGENSOUR-01,86.98,115.31835941347201,1.3258031664
2020-01-22T21:26:52Z,2212383088430312,,,,997208,49.99,65.21512897007901,278266679,Grandpa's Stash Dried Flower,GPSTASH-01,142.96,186.500396830616,1.3045634921
2020-01-22T21:26:52Z,2212383088430312,,,,759658,36.99,48.255803572779,573794972,Sage N Sour Dried Flower,SAGENSOUR-01,142.96,186.500396830616,1.3045634921
2020-01-22T21:26:52Z,2212383088430312,,,,317808,5.99,7.814335317679,477365777,Glueberry OG Pre-Rolls,GOGPR-07,142.96,186.500396830616,1.3045634921
2020-01-22T21:26:52Z,2212383088430312,,,,771854,49.99,65.21512897007901,694165761,Hybrid Blend THC Tincture,HYBTINC-03,142.96,186.500396830616,1.3045634921
